Group,Filename,Fuelbed_number,Fuelbed_name,Benchmark_ROS,Benchmark_FL,Benchmark_RI,Benchmark_RI_Shrub,Benchmark_RI_Herb,Benchmark_RI_Wood,Benchmark_RI_LLM,Crosswalk13,ROS%13,FL%13,Crosswalk40,ROS%40,FL%40,Custom_ROS,Custom_FL,Custom_RI,Custom_RI_Shrub,Custom_RI_Herb,Custom_RI_Wood,Custom_RI_LLM,Custom_Crosswalk13,Custom_ROS%13,Custom_FL%13,Custom_Crosswalk40,Custom_ROS%40,Custom_FL%40,FCC_Code,Surface_fire_potential,Reaction_potential,Spread_potential,Flamelength_potential,Crown_fire_potential,Crown_initiation_potential,Crown-crown_trans_potential,Crownfire_spread_potential,Available_fuel_potential,Flame_available_potential,Smolder_available_potential,Residual_smolder_potential,Depth_shrub,Depth_herb,Depth_woody,Depth_LLM,Depth_surface_fuels,PercentCover_shrub,PercentCover_herb,PercentCover_woody,PercentCover_LLM,Tree_over_crown_load,Tree_mid_crown_load,Tree_under_crown_load,Tree_aboveground_load,Snag_class1_foliage_load,Snag_class1_wood_load,Snag_class1_other_load,Snag_class2_load,Snag_class3_load,Ladderfuels_load,Shrub_primary_load,Shrub_primary_crown_load,Shrub_secondary_load,Shrub_secondary_crown_load,Shrub_needleDrape_load,Herb_primary_load,Herb_secondary_load,Woody_sound_1hr_load,Woody_sound_10hr_load,Woody_sound_100hr_load,Woody_sound_1000hr_load,Woody_sound_10khr_load,Woody_sound_GT10k_load,Woody_rotten_1000hr_load,Woody_rotten_10k_load,Woody_rotten_GT10k_load,Woody_pile_load,Woody_stumps_sound_load,Woody_stumps_rotten_load,Woody_stumps_lightered_load,LLM_litter_load,LLM_lichen_load,LLM_moss_load,Ground_upperduff_load,Ground_lowerduff_load,Ground_basalaccum_load,Ground_squirrelmid_load,Total_aboveground_biomass,Total_carbon_load,Version
1.2,fuelbed_31414.xml,31414,"Mesic upland 41-60 yr old long-needle pine late-stage herbicide application, 1-3 yr mFRI",9.0612,8.0376,13582.5938,254.4063,9129.5146,3496.0332,702.6401,13,63.8564,84.6065,202,79.4845,151.6531,5.0423,5.4684,8648.9199,210.9388,4239.3081,3496.0332,702.6401,10,67.4103,116.3489,165,69.0724,82.8545,632,6.0204,9,6.0204,5.6701,3.0539,5.2142,0,1.9111,2.2889,1.5628,0.2169,0.5091,2,2,0.1833,0.125,0.5999,5,80,65,65,0.5836,,,3.6356,,,,,,,0.5,0.2312,,,0,2,,2.97,1.4,4.8,3.75,1.88,1.88,,,,,,,,3,,,,,,,25.8156,4.4334,3.0.257
1.3,fuelbed_41111.xml,41111,"Xeric upland 0-10 yr old longleaf pine forest, 1-3 yr mFRI",2.8915,0.9748,770.5688,31.8728,686.3983,3.1632,49.1345,8,175.2454,97.4792,183,222.4268,108.3102,0.5056,0.2725,278.0447,4.1577,221.5892,3.1632,49.1345,8,30.6425,27.2518,181,72.2287,54.5037,300,3.4009,2.2207,3.4009,1.9746,0.4742,0,0,1.1064,0.0794,0.0746,0.0018,0.003,1,0.9,0.0667,0.0417,0.4557,2,80,10,10,0.2743,,,0.0177,,,,,,,0.25,0.1156,,,0,0.25,,0.01,0.08,0.04,0.05,0,0,0,0,0,,,,,0.03,,,,,,,0.7277,0.2067,3.0.257
1.3,fuelbed_41112.xml,41112,"Xeric upland 11-20 yr old longleaf pine forest, 1-3 yr mFRI",4.1508,1.1704,746.6572,77.801,556.3029,4.2829,108.2703,8,251.5638,117.0409,185,122.0824,61.6005,1.5727,0.4909,302.2929,10.149,179.5907,4.2829,108.2703,8,95.3138,49.0871,181,224.6683,98.1741,430,4.0747,2.186,4.0747,2.1637,2.5224,4.2101,0,1.6751,0.2403,0.2037,0.005,0.0316,2,0.9,0.0667,0.0667,0.3138,5,70,10,30,0.5455,,0.3072,0.2958,,,,,,,0.5,0.2312,,,0,0.2,,0.02,0.08,0.04,0.1,0.15,0.15,0,0,0,,,,,0.05,,,,,,,1.5858,0.3885,3.0.257
1.3,fuelbed_31111.xml,31111,"Mesic upland 0-10 yr old longleaf pine forest, 1-3 yr mFRI",5.0057,1.914,1945.5713,141.7818,1742.9995,11.6555,49.1345,8,303.3779,191.402,186,113.7667,83.2183,0.6725,0.4009,475.2027,18.4951,395.9175,11.6555,49.1345,8,40.7583,40.0858,181,96.0732,80.1715,400,4.4747,3.5287,4.4747,2.767,0.4489,0,0,1.0474,0.1158,0.1138,0.002,0,1.3,1,0.1917,0.0083,0.3681,5,55,5,15,0.1025,,,0,,,,,,,0.5,0.235,,,0,0.5,,0.02,0.09,0.1,0,0,0,0,0,0,,,,,0.03,,,,,,,1.24,0.3825,3.0.257
1.3,fuelbed_31112.xml,31112,"Mesic upland 11-20 yr old longleaf pine forest, 1-3 yr mFRI",8.7341,2.7561,2285.3186,310.4668,1846.3618,20.2197,108.2703,11,162.0427,88.9062,201,181.9604,102.0775,1.1681,0.5913,588.3858,40.4997,419.396,20.2197,108.2703,8,70.7933,59.1275,183,89.853,65.6973,620,5.9107,3.8244,5.9107,3.3203,2.0562,3.2151,0,1.5823,0.2057,0.172,0.0053,0.0283,3.5,1,0.1917,0.0167,0.3734,10,45,5,35,0.1225,,,0.1828,,,,,,,1,0.47,,,0,0.5,,0.04,0.09,0.1,0.05,0.15,0.15,0,0,0,,,,,0.05,,,,,,,2.3128,0.6014,3.0.257
2.1,fuelbed_21116.xml,21116,"Mesic flatland >100 yr old longleaf pine forest, 1-3 yr mFRI",6.2404,3.2644,3421.5083,998.0516,1363.4332,76.9723,983.0514,9,91.5017,130.5754,189,90.4408,75.9159,4.5232,2.739,3221.9426,972.703,1319.3046,67.526,862.4089,9,66.3226,109.5606,188,98.3305,91.3005,521,4.9962,4.6795,4.9962,3.6135,1.701,1.7797,0,2.1891,0.8932,0.674,0.0449,0.1743,2,1.5,0.1667,0.0917,0.3448,10,55,5,95,1.6172,,0.1725,53.7059,,,,,,,1,0.65,,,0,0.4,,0.16,0.35,0.35,1.5,0.5,0.5,0,0,0,,,,,0.65,,,,,,,59.1159,27.7029,3.0.257
2.1,fuelbed_21115.xml,21115,"Mesic flatland 61-100 yr old longleaf pine forest, 1-3 yr mFRI",6.3907,3.2896,3403.7905,993.316,1354.979,72.4443,983.0514,9,93.7058,131.5857,189,92.6194,76.5033,4.6322,2.7604,3205.1741,968.0875,1311.1239,63.5538,862.4089,9,67.9202,110.4145,188,100.6992,92.0121,521,5.056,4.6674,5.056,3.6275,1.7128,1.7857,0,2.2107,0.8222,0.6429,0.0348,0.1445,2,1.5,0.1667,0.0667,0.3473,10,55,5,95,1.6172,,0.1725,53.7059,,,,,,,1,0.65,,,0,0.4,,0.15,0.35,0.35,1,0.5,0.5,0,0,0,,,,,0.45,,,,,,,58.4059,27.6029,3.0.257
2.1,fuelbed_11116.xml,11116,"Wet flatland >100 yr old longleaf pine forest, 1-3 yr mFRI",7.3522,4.1812,4851.9482,1726.3312,1855.1104,166.0411,1104.4658,10,98.2918,88.9622,162,80.7937,134.8781,5.3291,3.511,4592.1406,1682.4856,1795.068,145.6642,968.923,9,78.1389,140.4402,189,77.233,81.6513,511,5.423,5.5725,5.423,4.0896,1.4724,1.9974,0,1.438,0.9072,0.7978,0.0246,0.0848,4,1.5,0.0833,0.1,0.5633,15,65,5,95,1.3584,,0.2586,41.8676,,,,,,,3,1.725,,,0,0.5,,0.35,0.35,0.35,0.6,0.3,0.3,0,0,0,,,,,0.75,,,,,,,48.3676,22.4213,3.0.257
2.1,fuelbed_11115.xml,11115,"Wet flatland 61-100 yr old longleaf pine forest, 1-3 yr mFRI",7.0034,4.1267,5131.7744,1711.8176,2181.8708,133.6204,1104.4658,10,93.6288,87.8017,162,76.9608,133.1186,5.0763,3.4685,4865.7388,1668.3408,2111.2527,117.2222,968.923,9,74.4319,138.7388,189,73.569,80.6621,521,5.2928,5.7309,5.2928,4.0628,1.5163,1.9861,0,1.5519,0.9062,0.7968,0.0246,0.0848,4,1.5,0.0833,0.0833,0.5905,15,65,5,95,1.3584,,0.2586,41.8676,,,,,,,3,1.725,,,0,0.6,,0.29,0.35,0.35,0.6,0.3,0.3,0,0,0,,,,,0.7,,,,,,,48.3576,22.4463,3.0.257
2.1,fuelbed_31126.xml,31126,"Mesic upland >100 yr old longleaf pine forest, 4-8 yr mFRI",4.0756,2.3851,2243.0156,765.9046,493.5546,308.0693,675.487,9,59.7599,95.4042,186,92.6278,103.7002,2.9541,1.9827,2080.4763,746.4521,471.1724,270.2623,592.5896,8,179.0371,198.2727,186,67.1389,86.2055,431,4.0376,3.7888,4.0376,3.0888,3.0279,1.8075,7.1922,2.8598,1.4078,1.0932,0.099,0.2156,3,0.8,0.2083,0.0917,1.1514,50,10,10,90,3.1416,,,43.0241,,,,,,,3,1.41,,,0,0.1,,0.21,0.35,0.34,1.5,0.75,0.75,0,0,0,,,,,1.25,,,0.5,,,,51.7741,23.2921,3.0.257
2.1,fuelbed_31125.xml,31125,"Mesic upland 61-100 yr old longleaf pine forest, 4-8 yr mFRI",4.0513,2.5448,2838.7561,885.7872,987.8097,289.6722,675.487,9,59.4029,101.7924,188,88.0713,84.827,3.2055,2.2097,2653.0161,863.29,943.0136,254.123,592.5896,9,47.0011,88.3863,185,94.2786,116.2977,431,4.0256,4.2624,4.0256,3.1905,3.0579,1.8592,7.1922,2.8781,1.4108,1.1147,0.0953,0.2008,3,0.8,0.2083,0.075,1.3789,60,10,10,90,3.1416,,,43.0241,,,,,,,3.5,1.645,,,0,0.2,,0.18,0.35,0.41,1.25,0.75,0.75,0,0,0,,,,,1.05,,,0.5,,,,51.9641,23.3596,3.0.257
2.1,fuelbed_41125.xml,41125,"Xeric upland 61-100 yr old longleaf pine forest, 4-8 yr mFRI",4.0573,1.7244,1148.2888,129.5034,141.2685,202.0299,675.487,8,245.8971,172.4427,186,92.2114,74.9751,2.9408,1.4122,1029.2607,126.2142,133.2207,177.2363,592.5896,8,178.2322,141.2239,185,86.495,74.3284,431,4.0285,2.7109,4.0285,2.6263,2.786,1.8538,7.6902,2.0829,1.2919,0.9876,0.1307,0.1735,3,0.8,0.0417,0.0833,0.1743,10,30,10,85,2.8031,,2.8957,60.7877,,,,,,,0.65,0.3006,,,0,0.03,,0.09,0.45,0.25,0.75,0.75,0.75,0,0,0,,,,,1.05,,,1,,,,66.5577,31.8842,3.0.257
2.1,fuelbed_41126.xml,41126,"Xeric upland >100 yr old longleaf pine forest, 4-8 yr mFRI",3.8524,1.6915,1120.0819,130.7518,95.0931,218.75,675.487,8,233.4766,169.1461,186,87.5537,73.5418,2.7923,1.3841,1001.6008,127.4309,89.6758,191.9045,592.5896,8,169.2295,138.4091,185,82.1261,72.8469,431,3.9255,2.6774,3.9255,2.6011,2.7234,1.747,7.6902,2.0438,1.3679,1.0436,0.1356,0.1887,3,0.8,0.0417,0.0833,0.1687,10,25,10,85,3.5039,,1.0973,65.3781,,,,,,,0.65,0.3006,,,0,0.02,,0.1,0.45,0.25,1,0.75,0.75,0,0,0,,,,,1.25,,,1,,,,71.5981,34.2744,3.0.257
2.1,fuelbed_31425.xml,31425,"Mesic upland 61-100 yr old long-needle pine late-stage herbicide application, 4-8 yr mFRI",9.0612,8.0376,13582.5938,254.4063,9129.5146,3496.0332,702.6401,13,63.8564,84.6065,202,79.4845,151.6531,7.0921,6.8473,12445.2695,247.9449,8513.9229,3066.9912,616.4103,12,60.8245,93.7987,203,34.5958,86.6748,632,6.0204,9,6.0204,5.6701,2.9421,4.7391,0,2.1253,2.3335,1.6074,0.2169,0.5091,2,2,0.1833,0.125,0.5999,5,80,65,65,0.882,,,12.8445,,,,,,,0.5,0.2312,,,0,2,,2.97,1.4,4.8,3.75,1.88,1.88,,,,,,,,3,,,,,,,35.0245,9.0379,3.0.257
2.1,fuelbed_31426.xml,31426,"Mesic upland > 100 yr old long-needle pine late-stage herbicide application, 4-8 yr mFRI",9.0612,8.0376,13582.5938,254.4063,9129.5146,3496.0332,702.6401,13,63.8564,84.6065,202,79.4845,151.6531,7.0921,6.8473,12445.2695,247.9449,8513.9229,3066.9912,616.4103,12,60.8245,93.7987,203,34.5958,86.6748,632,6.0204,9,6.0204,5.6701,3.0207,4.7391,0,2.3086,2.3665,1.6404,0.2169,0.5091,2,2,0.1833,0.125,0.5999,5,80,65,65,1.1024,,,14.2716,,,,,,,0.5,0.2312,,,0,2,,2.97,1.4,4.8,3.75,1.88,1.88,,,,,,,,3,,,,,,,36.4516,9.7514,3.0.257
2.1,fuelbed_41426.xml,41426,"Xeric upland > 100 yr old long-needle pine late-stage herbicide application, 4-8 yr mFRI",9.0612,8.0376,13582.5938,254.4063,9129.5146,3496.0332,702.6401,13,63.8564,84.6065,202,79.4845,151.6531,7.0921,6.8473,12445.2695,247.9449,8513.9229,3066.9912,616.4103,12,60.8245,93.7987,203,34.5958,86.6748,632,6.0204,9,6.0204,5.6701,3.0207,4.7391,0,2.3086,2.3665,1.6404,0.2169,0.5091,2,2,0.1833,0.125,0.5999,5,80,65,65,1.1024,,,14.2716,,,,,,,0.5,0.2312,,,0,2,,2.97,1.4,4.8,3.75,1.88,1.88,,,,,,,,3,,,,,,,36.4516,9.7514,3.0.257
2.1,fuelbed_41425.xml,41425,"Xeric upland 61-100 yr old long-needle pine late-stage herbicide application, 4-8 yr mFRI",9.0612,8.0376,13582.5938,254.4063,9129.5146,3496.0332,702.6401,13,63.8564,84.6065,202,79.4845,151.6531,7.0921,6.8473,12445.2695,247.9449,8513.9229,3066.9912,616.4103,12,60.8245,93.7987,203,34.5958,86.6748,632,6.0204,9,6.0204,5.6701,2.9421,4.7391,0,2.1253,2.3335,1.6074,0.2169,0.5091,2,2,0.1833,0.125,0.5999,5,80,65,65,0.882,,,12.8445,,,,,,,0.5,0.2312,,,0,2,,2.97,1.4,4.8,3.75,1.88,1.88,,,,,,,,3,,,,,,,35.0245,9.0379,3.0.257
2.1,fuelbed_42425.xml,42425,"Xeric upland 61-100 yr old oak-pine late-stage herbicide application, 4-8 yr mFRI",9.0612,8.0376,13582.5938,254.4063,9129.5146,3496.0332,702.6401,13,63.8564,84.6065,202,79.4845,151.6531,7.0921,6.8473,12445.2695,247.9449,8513.9229,3066.9912,616.4103,12,60.8245,93.7987,203,34.5958,86.6748,632,6.0204,9,6.0204,5.6701,2.9421,4.7391,0,2.1253,2.3335,1.6074,0.2169,0.5091,2,2,0.1833,0.125,0.5999,5,80,65,65,0.882,,,12.8445,,,,,,,0.5,0.2312,,,0,2,,2.97,1.4,4.8,3.75,1.88,1.88,,,,,,,,3,,,,,,,35.0245,9.0379,3.0.257
2.1,fuelbed_42426.xml,42426,"Xeric upland > 100 yr old oak-pine late-stage herbicide application, 4-8 yr mFRI",9.0612,8.0376,13582.5938,254.4063,9129.5146,3496.0332,702.6401,13,63.8564,84.6065,202,79.4845,151.6531,7.0921,6.8473,12445.2695,247.9449,8513.9229,3066.9912,616.4103,12,60.8245,93.7987,203,34.5958,86.6748,632,6.0204,9,6.0204,5.6701,3.0207,4.7391,0,2.3086,2.3665,1.6404,0.2169,0.5091,2,2,0.1833,0.125,0.5999,5,80,65,65,1.1024,,,14.2716,,,,,,,0.5,0.2312,,,0,2,,2.97,1.4,4.8,3.75,1.88,1.88,,,,,,,,3,,,,,,,36.4516,9.7514,3.0.257
2.1,fuelbed_32425.xml,32425,"Mesic upland 61-100 yr old oak-pine late-stage herbicide application, 4-8 yr mFRI",9.0612,8.0376,13582.5938,254.4063,9129.5146,3496.0332,702.6401,13,63.8564,84.6065,202,79.4845,151.6531,7.0921,6.8473,12445.2695,247.9449,8513.9229,3066.9912,616.4103,12,60.8245,93.7987,203,34.5958,86.6748,632,6.0204,9,6.0204,5.6701,2.9421,4.7391,0,2.1253,2.3335,1.6074,0.2169,0.5091,2,2,0.1833,0.125,0.5999,5,80,65,65,0.882,,,12.8445,,,,,,,0.5,0.2312,,,0,2,,2.97,1.4,4.8,3.75,1.88,1.88,,,,,,,,3,,,,,,,35.0245,9.0379,3.0.257
2.1,fuelbed_32426.xml,32426,"Mesic upland > 100 yr old oak-pine late-stage herbicide application, 4-8 yr mFRI",9.0612,8.0376,13582.5938,254.4063,9129.5146,3496.0332,702.6401,13,63.8564,84.6065,202,79.4845,151.6531,7.0921,6.8473,12445.2695,247.9449,8513.9229,3066.9912,616.4103,12,60.8245,93.7987,203,34.5958,86.6748,632,6.0204,9,6.0204,5.6701,3.0207,4.7391,0,2.3086,2.3665,1.6404,0.2169,0.5091,2,2,0.1833,0.125,0.5999,5,80,65,65,1.1024,,,14.2716,,,,,,,0.5,0.2312,,,0,2,,2.97,1.4,4.8,3.75,1.88,1.88,,,,,,,,3,,,,,,,36.4516,9.7514,3.0.257
2.2,fuelbed_11113.xml,11113,"Wet flatland 21-40 yr old longleaf pine forest, 1-3 yr mFRI",3.1766,2.6769,4614.0977,1662.3702,2398.5542,62.7517,490.4219,9,46.5783,107.0744,188,69.0573,89.2286,1.7235,1.5577,2070.824,1295.4547,290.0824,55.0507,430.2361,8,104.4563,155.7699,188,37.468,51.9233,411,3.5646,5.4342,3.5646,3.2722,1.4577,2.2699,0,1.1312,0.5685,0.4968,0.0151,0.0565,4,1.5,0.0417,0.0167,0.6414,15,65,5,60,0.2911,,0.2716,5.2908,,,,,,,3,1.725,,,0,0.7,,0.19,0.17,0.17,0.4,0.2,0.2,0,0,0,,,,,0.2,,,,,,,10.5208,3.9579,3.0.257
2.2,fuelbed_11114.xml,11114,"Wet flatland 41-60 yr old longleaf pine forest, 1-3 yr mFRI",6.9502,4.164,5434.8379,1701.8479,2516.3164,112.2082,1104.4658,10,92.9169,88.5963,162,76.3756,134.3234,5.0377,2.8536,2697.9043,1326.2189,304.3246,98.4377,968.923,9,73.866,114.1424,189,73.0096,66.3618,521,5.2726,5.8977,5.2726,4.0812,1.6968,2.318,0,1.6409,0.8136,0.7042,0.0246,0.0848,4,1.5,0.0833,0.0583,0.6148,15,65,5,95,0.9703,,0.2586,20.7561,,,,,,,3,1.725,,,0,0.7,,0.24,0.35,0.35,0.6,0.3,0.3,0,0,0,,,,,0.5,,,,,,,27.0961,11.8405,3.0.257
2.2,fuelbed_21113.xml,21113,"Mesic flatland 21-40 yr old longleaf pine forest, 1-3 yr mFRI",5.0939,2.7334,2954.2615,955.132,1628.4259,42.4264,328.277,9,74.6908,109.336,188,110.7372,91.1133,1.4477,1.1683,1266.4694,744.3168,196.9427,37.2198,287.99,8,87.7382,116.8319,187,62.9426,64.9066,521,4.5139,4.3482,4.5139,3.3066,1.8765,2.2355,0,2.1426,0.5515,0.4448,0.0201,0.0867,1.8,1.5,0.1667,0.0167,0.3952,10,55,5,60,0.9703,,0.1811,6.0189,,,,,,,1,0.65,,,0,0.5,,0.13,0.17,0.17,0.6,0.3,0.3,0,0,0,,,,,0.1,,,,,,,9.2889,3.6345,3.0.257
2.2,fuelbed_21114.xml,21114,"Mesic flatland 41-60 yr old longleaf pine forest, 1-3 yr mFRI",6.237,3.2783,3578.7329,982.8,1703.663,71.5775,820.6925,9,91.4514,131.132,189,90.3911,76.2396,4.5207,2.2342,1754.6882,765.8781,206.0419,62.7933,719.975,9,66.2862,89.3691,186,102.7436,97.1403,521,4.9948,4.7858,4.9948,3.6212,1.8517,2.0626,0,2.2579,0.7862,0.6269,0.0297,0.1296,2,1.5,0.1667,0.05,0.3833,10,55,5,95,1.6172,,0.1725,30.8688,,,,,,,1,0.65,,,0,0.5,,0.14,0.35,0.35,0.75,0.5,0.5,0,0,0,,,,,0.25,,,,,,,35.2088,16.1344,3.0.257
2.2,fuelbed_21513.xml,21513,"Mesic flatland 21-40 yr old long-needle pine plantation, 1-3 yr mFRI",7.6861,3.9067,3617.7817,1942.7458,1304.1434,42.6154,328.277,9,112.6998,156.2672,146,41.3233,47.6425,3.0289,2.0971,1997.0454,1513.9462,157.7238,37.3856,287.99,9,44.4125,83.8853,183,232.995,233.0148,621,5.5448,4.8118,5.5448,3.9531,2.1637,2.6111,0,2.4372,0.6358,0.529,0.0201,0.0867,1.8,1.5,0.1667,0.0167,0.53,30,50,5,60,0.9703,,0.1811,7.9491,,,,,,,2,1.3,,,0,0.4,,0.13,0.17,0.17,0.6,0.3,0.3,0,0,0,,,,,0.1,,,,,,,12.1191,4.8745,3.0.257
2.2,fuelbed_21514.xml,21514,"Mesic flatland 41-60 yr old long-needle pine plantation, 1-3 yr mFRI",7.1033,4.0002,4214.1206,1945.5002,1373.9335,73.9943,820.6925,10,94.9638,85.1096,162,78.0582,129.0372,4.5286,2.716,2467.1455,1516.0928,166.1642,64.9135,719.975,9,66.4021,108.6383,188,98.4484,90.5319,521,5.3304,5.1933,5.3304,4.0001,2.0348,2.249,0,2.4985,0.8704,0.7112,0.0297,0.1296,2,1.5,0.1667,0.05,0.549,30,50,5,95,1.6172,,0.1725,40.9077,,,,,,,2,1.3,,,0,0.4,,0.14,0.35,0.35,0.75,0.5,0.5,0,0,0,,,,,0.25,,,,,,,46.1477,21.4289,3.0.257
2.2,fuelbed_31123.xml,31123,"Mesic upland 21-40 yr old longleaf pine forest, 4-8 yr mFRI",5.9765,2.905,2941.6816,880.2351,1344.7094,130.2642,586.4731,9,87.632,116.2002,189,86.6159,67.5583,2.1447,1.4762,1621.9618,685.9511,307.2331,114.2778,514.4998,8,129.979,147.6247,161,93.2458,92.2655,541,4.8894,4.339,4.8894,3.4088,3.5099,2.7741,7.1922,3.0177,1.0395,0.7845,0.0837,0.1713,3,0.8,0.2083,0.0417,1.4007,60,25,10,55,1.8048,,,3.9493,,,,,,,3.5,1.645,,,0,0.3,,0.11,0.25,0.34,0.75,0.75,0.75,0,0,0,,,,,0.65,,,0.5,,,,11.8493,3.6722,3.0.257
2.2,fuelbed_31124.xml,31124,"Mesic upland 41-60 yr old longleaf pine forest, 4-8 yr mFRI",5.156,2.899,3248.2168,897.8568,1452.9736,221.8992,675.487,9,75.6005,115.9594,189,74.7239,67.4183,2.906,1.8356,1818.9089,699.6833,331.9688,194.6672,592.5896,8,176.1199,183.5564,186,66.045,79.8071,531,4.5413,4.5595,4.5413,3.4053,3.1821,2.1495,7.1922,2.8775,1.1252,0.8492,0.09,0.186,3,0.8,0.2083,0.0583,1.3586,60,15,10,90,1.9384,,,7.9567,,,,,,,3.5,1.645,,,0,0.3,,0.14,0.3,0.4,1,0.75,0.75,0,0,0,,,,,0.85,,,0.5,,,,16.4467,5.7759,3.0.257
2.2,fuelbed_31523.xml,31523,"Mesic upland 21-40 yr old  long-needle pine plantation, 4-8 yr mFRI",9.9923,4.6092,4010.4707,1938.3618,1322.3513,134.3528,615.4047,10,133.5864,98.0674,164,111.0251,94.0646,4.1687,2.6076,2470.4001,1510.5299,302.1248,117.8647,539.8807,9,61.1251,104.3056,188,90.6247,86.9214,641,6.3221,5.0663,6.3221,4.2938,3.7275,2.9089,7.1922,3.3906,1.1395,0.883,0.0845,0.172,5,0.8,0.2083,0.0417,1.9988,50,25,15,55,1.9406,,0.1132,15.5783,,,,,,,3,1.95,,,0,0.3,,0.11,0.25,0.4,0.75,0.75,0.75,0,0,0,,,,,0.65,,,0.5,,,,23.0383,9.6391,3.0.257
2.2,fuelbed_31524.xml,31524,"Mesic upland 41-60 yr old  long-needle pine plantation, 4-8 yr mFRI",9.4282,4.7031,4333.9429,2073.3352,1425.1522,220.0509,615.4047,10,126.0453,100.0659,163,47.3778,74.6524,3.8081,2.6307,2674.251,1615.7122,325.6123,193.0457,539.8807,9,55.8374,105.2275,188,82.785,87.6896,642,6.1411,5.2666,6.1411,4.3373,3.5743,2.4939,7.1922,3.4482,1.6493,1.2338,0.1013,0.3142,7,0.8,0.2083,0.0583,2.8168,50,15,15,90,3.2343,,0.1078,57.6015,,,,,,,3.5,2.275,,,0,0.3,,0.14,0.3,0.42,1,1.5,1.5,0,0,0,,,,,0.85,,,0.5,,,,67.6115,30.9133,3.0.257
2.2,fuelbed_41123.xml,41123,"Xeric upland 21-40 yr old longleaf pine forest, 4-8 yr mFRI",3.2973,1.3054,1067.6619,113.3525,339.4548,28.3814,586.4731,8,199.8384,130.5354,185,96.9804,68.7028,2.39,0.9659,737.9583,88.3335,110.2266,24.8984,514.4998,8,144.8478,96.5924,183,183.8453,107.3249,441,3.6317,2.614,3.6317,2.285,4.457,4.4147,7.6902,3.4209,1.1063,0.9274,0.1125,0.0664,3,0.8,0.0417,0.075,0.2445,10,45,10,50,3.5039,,1.0211,20.2948,,,,,,,0.65,0.3006,,,0,0.1,,0.05,0.19,0.16,0.25,0.3,0.3,0,0,0,,,,,0.65,,,1,,,,23.9448,11.4727,3.0.257
2.2,fuelbed_41124.xml,41124,"Xeric upland 41-60 yr old longleaf pine forest, 4-8 yr mFRI",4.3704,1.6411,1110.6421,122.6612,210.5095,101.9844,675.487,8,264.8708,164.1102,186,99.3266,71.3523,3.1677,1.2709,846.0018,95.5876,68.3559,89.4686,592.5896,8,191.9848,127.0913,185,93.1691,66.8902,431,4.1811,2.6661,4.1811,2.5621,3.0026,2.016,7.6902,2.4261,1.0426,0.8058,0.1212,0.1157,3,0.8,0.0417,0.0833,0.1969,10,35,10,85,2.5228,,1.5241,54.2972,,,,,,,0.65,0.3006,,,0,0.05,,0.07,0.35,0.2,0.5,0.5,0.5,0,0,0,,,,,0.85,,,1,,,,58.9672,28.5489,3.0.257
2.2,fuelbed_41523.xml,41523,"Xeric upland 21-40 yr old long-needle pine plantation, 4-8 yr mFRI",3.4973,1.3504,1083.5088,111.9081,332.2982,23.8978,615.4047,8,211.9593,135.0358,185,102.8626,71.0715,2.5349,1.0028,755.9565,87.2079,107.9028,20.965,539.8807,8,153.6333,100.2785,184,133.4184,83.5654,451,3.7402,2.6333,3.7402,2.3241,4.5315,4.4802,7.6902,3.5292,1.0983,0.921,0.1109,0.0664,3,0.8,0.0417,0.075,0.2492,10,45,10,50,3.5039,,1.0211,26.9742,,,,,,,0.65,0.3006,,,0,0.1,,0.05,0.19,0.08,0.25,0.3,0.3,0,0,0,,,,,0.65,,,1,,,,30.5442,14.8124,3.0.257
2.2,fuelbed_31423.xml,31423,"Mesic upland 21-40 yr old long-needle pine late-stage herbicide application, 4-8 yr mFRI",7.9254,6.8313,12113.5322,245.7185,8867.8496,2297.3237,702.6401,12,67.9705,93.579,203,38.6603,86.4718,3.2029,3.6798,6471.1147,191.4839,3647.8303,2015.3903,616.4103,9,46.963,147.1935,189,46.4185,85.5776,632,5.6304,8.8049,5.6304,5.2273,2.7382,4.8583,0,1.5305,1.8423,1.1601,0.3087,0.3736,2,2,0.1833,0.0417,0.6843,5,80,50,65,0.2594,,,0.9171,,,,,,,0.5,0.2312,,,0,2,,2.17,1.02,3.5,2.75,1.38,1.38,,,,,,,,2,,,1.5,,,,19.1171,3.7742,3.0.257
2.2,fuelbed_31424.xml,31424,"Mesic upland 41-60 yr old long-needle pine late-stage herbicide application, 4-8 yr mFRI",9.0612,8.0376,13582.5938,254.4063,9129.5146,3496.0332,702.6401,13,63.8564,84.6065,202,79.4845,151.6531,3.858,4.5603,7637.1235,198.2542,3755.468,3066.9912,616.4103,10,51.577,97.0271,162,42.3952,147.1055,632,6.0204,9,6.0204,5.6701,3.0539,5.2142,0,1.9111,2.2889,1.5628,0.2169,0.5091,2,2,0.1833,0.125,0.5999,5,80,65,65,0.5836,,,3.6356,,,,,,,0.5,0.2312,,,0,2,,2.97,1.4,4.8,3.75,1.88,1.88,,,,,,,,3,,,,,,,25.8156,4.4334,3.0.257
