fuelbed,andreu_fuelbed_no,topo,cover,treatment,mfri,age,expected_pig,benchmark_ros,benchmark_pig,benchmark_dif,ms1_ros,ms1_pig,ms1_dif,ms2_ros,ms2_pig,ms2_dif,ms3_ros,ms3_pig,ms3_dif,ms4_ros,ms4_pig,ms4_dif,ms5_ros,ms5_pig,ms5_dif,ms6_ros,ms6_pig,ms6_dif,ms7_ros,ms7_pig,ms7_dif,ms8_ros,ms8_pig,ms8_dif
3014206,4014106,3,1,4,2,6,0.72675,9.0612,0.1204,-0.60635,9.0612,0.5012,-0.22555,9.0612,0.6177,-0.10905,7.7206,0.6755,-0.05125,9.0612,0.6523,-0.07445,9.0612,0,-0.72675,9.0612,0,-0.72675,7.0921,0.0562,-0.67055,7.0921,1,0.27325
3014303,4014103,3,1,4,3,3,0.209475,7.9254,0.1046,-0.104875,7.9254,0.4384,0.228925,7.9254,0.5402,0.330725,3.5007,0.3063,0.096825,4.2021,0.3025,0.093025,4.2021,0,-0.209475,4.2021,0,-0.209475,1.4883,0.0562,-0.153275,1.4883,0.2099,0.000425
3014304,4014104,3,1,4,3,4,0.389025,9.0612,0.1204,-0.268625,9.0612,0.5012,0.112175,9.0612,0.6177,0.228675,4.2039,0.3678,-0.021225,5.0423,0.363,-0.026025,5.0423,0,-0.389025,5.0423,0,-0.389025,1.6279,0.0562,-0.332825,1.6279,0.2295,-0.159525
3014305,4014105,3,1,4,3,5,0.568575,9.0612,0.1204,-0.448175,9.0612,0.5012,-0.067375,9.0612,0.6177,0.049125,7.7206,0.6755,0.106925,9.0612,0.6523,0.083725,9.0612,0,-0.568575,9.0612,0,-0.568575,3.8433,0.0562,-0.512375,3.8433,0.5419,-0.026675
3014306,4014106,3,1,4,3,6,0.5985,9.0612,0.1204,-0.4781,9.0612,0.5012,-0.0973,9.0612,0.6177,0.0192,7.7206,0.6755,0.077,9.0612,0.6523,0.0538,9.0612,0,-0.5985,9.0612,0,-0.5985,3.8433,0.0562,-0.5423,3.8433,0.5419,-0.0566
3014403,4014103,3,1,4,4,3,0.029925,7.9254,0.1046,0.074675,7.9254,0.4384,0.408475,7.9254,0.5402,0.510275,3.5007,0.3063,0.276375,4.2021,0.3025,0.272575,4.2021,0,-0.029925,4.2021,0,-0.029925,0.7411,0.0562,0.026275,0.7411,0.1045,0.074575
3014404,4014104,3,1,4,4,4,0.055575,9.0612,0.1204,0.064825,9.0612,0.5012,0.445625,9.0612,0.6177,0.562125,4.2039,0.3678,0.312225,5.0423,0.363,0.307425,5.0423,0,-0.055575,5.0423,0,-0.055575,0.7793,0.0562,0.000625,0.7793,0.1099,0.054325
3014405,4014105,3,1,4,4,5,0.081225,9.0612,0.1204,0.039175,9.0612,0.5012,0.419975,9.0612,0.6177,0.536475,7.7206,0.6755,0.594275,9.0612,0.6523,0.571075,9.0612,0,-0.081225,9.0612,0,-0.081225,1.986,0.0562,-0.025025,1.986,0.28,0.198775
3014406,4014106,3,1,4,4,6,0.0855,9.0612,0.1204,0.0349,9.0612,0.5012,0.4157,9.0612,0.6177,0.5322,7.7206,0.6755,0.59,9.0612,0.6523,0.5668,9.0612,0,-0.0855,9.0612,0,-0.0855,1.986,0.0562,-0.0293,1.986,0.28,0.1945
3015103,3015103,3,1,5,1,3,0.29925,8.397,0.1112,-0.18805,8.397,0.4645,0.16525,8.1355,0.5546,0.25535,2.7009,0.2363,-0.06295,3.0195,0.2174,-0.08185,3.0195,0,-0.29925,3.0195,0,-0.29925,3.0195,0.0562,-0.24305,3.0195,0.4258,0.12655
3015104,3015104,3,1,5,1,4,0.55575,5.6597,0.073,-0.48275,5.6597,0.3131,-0.24265,5.4561,0.3719,-0.18385,3.4609,0.3028,-0.25295,4.4083,0.3174,-0.23835,4.4083,0,-0.55575,4.4083,0,-0.55575,4.4083,0.0562,-0.49955,4.4083,0.6216,0.06585
3015203,3015203,3,1,5,2,3,0.2543625,9.9923,0.1334,-0.1209625,9.9923,0.5527,0.2983375,8.9217,0.6082,0.3538375,4.0496,0.3543,0.0999375,4.3958,0.3165,0.0621375,4.1215,0,-0.2543625,4.2614,0,-0.2543625,4.1687,0.0562,-0.1981625,4.1687,0.5878,0.3334375
3015204,3015204,3,1,5,2,4,0.4723875,9.4282,0.1256,-0.3467875,9.4282,0.5215,0.0491125,8.4393,0.5753,0.1029125,3.7295,0.3263,-0.1460875,4.0208,0.2895,-0.1828875,3.7641,0,-0.4723875,3.8947,0,-0.4723875,3.8081,0.0562,-0.4161875,3.8081,0.5369,0.0645125
3015302,3015302,3,1,5,3,2,0.029925,7.4814,0.0984,0.068475,7.4814,0.4138,0.383875,5.7553,0.3923,0.362375,0.4198,0.0367,0.006775,0.4974,0.0358,0.005875,0.4974,0,-0.029925,0.4974,0,-0.029925,0.4974,0.0574,0.027475,0.4974,0.0701,0.040175
3015303,3015303,3,1,5,3,3,0.209475,9.5212,0.1269,-0.082575,9.5212,0.5266,0.317125,7.471,0.5093,0.299825,3.4738,0.3039,0.094425,3.7932,0.2731,0.063625,2.9149,0,-0.209475,3.3852,0,-0.209475,3.1321,0.0588,-0.150675,3.1321,0.4416,0.232125
3015304,3015304,3,1,5,3,4,0.389025,10.882,0.1458,-0.243225,10.882,0.6019,0.212875,8.5808,0.5849,0.195875,4.1464,0.3628,-0.026225,4.5518,0.3277,-0.061325,3.4831,0,-0.389025,4.0555,0,-0.389025,3.7475,0.0588,-0.330225,3.7475,0.5284,0.139375
3015401,3015401,3,1,5,4,1,0.000855,1.3366,0.0128,0.011945,1.3366,0.0739,0.073045,0.603,0.0411,0.040245,0.042,0.0037,0.002845,0.0489,0.0035,0.002645,0.0489,0,-0.000855,0.0489,0,-0.000855,0.0489,0.0588,0.057945,0.0489,0.0069,0.006045
3015402,3015402,3,1,5,4,2,0.004275,3.4854,0.0427,0.038425,3.4854,0.1928,0.188525,1.8419,0.1256,0.121325,0.1131,0.0099,0.005625,0.1301,0.0094,0.005125,0.1301,0,-0.004275,0.1301,0,-0.004275,0.1301,0.0588,0.054525,0.1301,0.0183,0.014025
3015403,3015403,3,1,5,4,3,0.029925,6.5002,0.0848,0.054875,6.5002,0.3595,0.329575,3.7191,0.2535,0.223575,1.7916,0.1568,0.126875,1.9794,0.1425,0.112575,0.574,0,-0.029925,1.4213,0,-0.029925,1.0342,0.0588,0.028875,1.0342,0.1458,0.115875
3015404,3015404,3,1,5,4,4,0.055575,7.7628,0.1024,0.046825,7.7628,0.4294,0.373825,4.423,0.3015,0.245925,2.2315,0.1952,0.139625,2.4404,0.1757,0.120125,0.6768,0,-0.055575,1.7281,0,-0.055575,1.2447,0.0588,0.003225,1.2447,0.1755,0.119925
3016104,4012403,3,1,6,1,4,0.055575,4.909,0.0626,0.007025,4.909,0.2715,0.215925,4.909,0.3346,0.279025,0,0,-0.055575,0,0,-0.055575,0,0,-0.055575,0,0,-0.055575,0.4604,0.0588,0.003225,0.4604,0.0649,0.009325
3016204,4012403,3,1,6,2,4,0.04723875,4.909,0.0626,0.01536125,4.909,0.2715,0.22426125,4.909,0.3346,0.28736125,0,0,-0.04723875,0,0,-0.04723875,0,0,-0.04723875,0,0,-0.04723875,0.4604,0.0588,0.01156125,0.4604,0.0649,0.01766125
3016304,4012403,3,1,6,3,4,0.0389025,4.909,0.0626,0.0236975,4.909,0.2715,0.2325975,4.909,0.3346,0.2956975,0,0,-0.0389025,0,0,-0.0389025,0,0,-0.0389025,0,0,-0.0389025,0.4604,0.0588,0.0198975,0.4604,0.0649,0.0259975
3016404,4012403,3,1,6,4,4,0.0055575,4.909,0.0626,0.0570425,4.909,0.2715,0.2659425,4.909,0.3346,0.3290425,0,0,-0.0055575,0,0,-0.0055575,0,0,-0.0055575,0,0,-0.0055575,0.4604,0.0588,0.0532425,0.4604,0.0649,0.0593425
3017103,4013403,3,1,7,1,3,0.029925,2.804,0.0332,0.003275,2.804,0.1551,0.125175,2.804,0.1911,0.161175,0,0,-0.029925,0,0,-0.029925,0,0,-0.029925,0,0,-0.029925,0.1357,0.0588,0.028875,0.1357,0.0191,-0.010825
3017104,4013404,3,1,7,1,4,0.055575,4.4251,0.0558,0.000225,4.4251,0.2448,0.189225,4.4251,0.3016,0.246025,0,0,-0.055575,0,0,-0.055575,0,0,-0.055575,0,0,-0.055575,0.1702,0.0588,0.003225,0.1702,0.024,-0.031575
3017203,4013403,3,1,7,2,3,0.02543625,2.804,0.0332,0.00776375,2.804,0.1551,0.12966375,2.804,0.1911,0.16566375,0,0,-0.02543625,0,0,-0.02543625,0,0,-0.02543625,0,0,-0.02543625,0.1357,0.0588,0.03336375,0.1357,0.0191,-0.00633625
3017204,4013404,3,1,7,2,4,0.04723875,4.4251,0.0558,0.00856125,4.4251,0.2448,0.19756125,4.4251,0.3016,0.25436125,0,0,-0.04723875,0,0,-0.04723875,0,0,-0.04723875,0,0,-0.04723875,0.1702,0.0588,0.01156125,0.1702,0.024,-0.02323875
3017303,4013403,3,1,7,3,3,0.0209475,2.804,0.0332,0.0122525,2.804,0.1551,0.1341525,2.804,0.1911,0.1701525,0,0,-0.0209475,0,0,-0.0209475,0,0,-0.0209475,0,0,-0.0209475,0.1357,0.0588,0.0378525,0.1357,0.0191,-0.0018475
3017304,4013404,3,1,7,3,4,0.0389025,4.4251,0.0558,0.0168975,4.4251,0.2448,0.2058975,4.4251,0.3016,0.2626975,0,0,-0.0389025,0,0,-0.0389025,0,0,-0.0389025,0,0,-0.0389025,0.1702,0.0588,0.0198975,0.1702,0.024,-0.0149025
3017403,4013403,3,1,7,4,3,0.0029925,2.804,0.0332,0.0302075,2.804,0.1551,0.1521075,2.804,0.1911,0.1881075,0,0,-0.0029925,0,0,-0.0029925,0,0,-0.0029925,0,0,-0.0029925,0.1357,0.0588,0.0558075,0.1357,0.0191,0.0161075
3017404,4013404,3,1,7,4,4,0.0055575,4.4251,0.0558,0.0502425,4.4251,0.2448,0.2392425,4.4251,0.3016,0.2960425,0,0,-0.0055575,0,0,-0.0055575,0,0,-0.0055575,0,0,-0.0055575,0.1702,0.0646,0.0590425,0.1702,0.024,0.0184425
3018103,4014103,3,1,8,1,3,0.29925,7.9254,0.1046,-0.19465,7.9254,0.4384,0.13915,7.9254,0.5402,0.24095,3.5007,0.3063,0.00705,4.2021,0.3025,0.00325,4.2021,0,-0.29925,4.2021,0,-0.29925,4.2021,0.0649,-0.23435,4.2021,0.5925,0.29325
3018104,4014104,3,1,8,1,4,0.55575,9.0612,0.1204,-0.43535,9.0612,0.5012,-0.05455,9.0612,0.6177,0.06195,4.2039,0.3678,-0.18795,5.0423,0.363,-0.19275,5.0423,0,-0.55575,5.0423,0,-0.55575,5.0423,0.0674,-0.48835,5.0423,0.711,0.15525
3018203,4014103,3,1,8,2,3,0.2543625,7.9254,0.1046,-0.1497625,7.9254,0.4384,0.1840375,7.9254,0.5402,0.2858375,3.5007,0.3063,0.0519375,4.2021,0.3025,0.0481375,4.2021,0,-0.2543625,4.2021,0,-0.2543625,3.2029,0.0698,-0.1845625,3.2029,0.4516,0.1972375
3018204,4014104,3,1,8,2,4,0.4723875,9.0612,0.1204,-0.3519875,9.0612,0.5012,0.0288125,9.0612,0.6177,0.1453125,4.2039,0.3678,-0.1045875,5.0423,0.363,-0.1093875,5.0423,0,-0.4723875,5.0423,0,-0.4723875,3.858,0.0714,-0.4009875,3.858,0.544,0.0716125
3018303,4014103,3,1,8,3,3,0.209475,7.9254,0.1046,-0.104875,7.9254,0.4384,0.228925,7.9254,0.5402,0.330725,3.5007,0.3063,0.096825,4.2021,0.3025,0.093025,4.2021,0,-0.209475,4.2021,0,-0.209475,1.4883,0.0738,-0.135675,1.4883,0.2099,0.000425
3018304,4014104,3,1,8,3,4,0.389025,9.0612,0.1204,-0.268625,9.0612,0.5012,0.112175,9.0612,0.6177,0.228675,4.2039,0.3678,-0.021225,5.0423,0.363,-0.026025,5.0423,0,-0.389025,5.0423,0,-0.389025,1.6279,0.0782,-0.310825,1.6279,0.2295,-0.159525
3018403,4014103,3,1,8,4,3,0.029925,7.9254,0.1046,0.074675,7.9254,0.4384,0.408475,7.9254,0.5402,0.510275,3.5007,0.3063,0.276375,4.2021,0.3025,0.272575,4.2021,0,-0.029925,4.2021,0,-0.029925,0.7411,0.0785,0.048575,0.7411,0.1045,0.074575
3018404,4014104,3,1,8,4,4,0.055575,9.0612,0.1204,0.064825,9.0612,0.5012,0.445625,9.0612,0.6177,0.562125,4.2039,0.3678,0.312225,5.0423,0.363,0.307425,5.0423,0,-0.055575,5.0423,0,-0.055575,0.7793,0.0785,0.022925,0.7793,0.1099,0.054325
3021401,3021401,3,2,1,4,1,0.009,2.1113,0.0236,0.0146,2.1113,0.1168,0.1078,0.5512,0.0376,0.0286,0.0176,0.0015,-0.0075,0.0258,0.0019,-0.0071,0.0258,0,-0.009,0.0258,0,-0.009,0.0258,0.0791,0.0701,0.0258,0.0036,-0.0054
3021402,3021402,3,2,1,4,2,0.18,2.7041,0.0319,-0.1481,2.7041,0.1496,-0.0304,0.463,0.0316,-0.1484,0.0145,0.0013,-0.1787,0.0177,0.0013,-0.1787,0.0177,0,-0.18,0.0177,0,-0.18,0.0177,0.0848,-0.0952,0.0177,0.0025,-0.1775
3021403,3021403,3,2,1,4,3,0.36,4.2264,0.0531,-0.3069,4.2264,0.2338,-0.1262,0.6407,0.0437,-0.3163,0.2248,0.0197,-0.3403,0.2409,0.0173,-0.3427,0.0222,0,-0.36,0.0488,0,-0.36,0.0222,0.0871,-0.2729,0.0222,0.0031,-0.3569
3021404,3021404,3,2,1,4,4,0.18,5.2684,0.0676,-0.1124,5.2684,0.2914,0.1114,1.0048,0.0685,-0.1115,0.3993,0.0349,-0.1451,0.4222,0.0304,-0.1496,0.0363,0,-0.18,0.0815,0,-0.18,0.0363,0.0887,-0.0913,0.0363,0.0051,-0.1749
3021405,3021405,3,2,1,4,5,0.009,5.202,0.0667,0.0577,5.202,0.2877,0.2787,0.941,0.0641,0.0551,0.4526,0.0396,0.0306,0.5089,0.0366,0.0276,0.0354,0,-0.009,0.4856,0,-0.009,0.2229,0.0888,0.0798,0.2229,0.0314,0.0224
3021406,3021406,3,2,1,4,6,0.009,5.2018,0.0667,0.0577,5.2018,0.2877,0.2787,0.941,0.0641,0.0551,0.4526,0.0396,0.0306,0.5089,0.0366,0.0276,0.0354,0,-0.009,0.4856,0,-0.009,0.2229,0.0888,0.0798,0.2229,0.0314,0.0224
3022104,4012403,3,2,2,1,4,0.0585,4.909,0.0626,0.0041,4.909,0.2715,0.213,4.909,0.3346,0.2761,0,0,-0.0585,0,0,-0.0585,0,0,-0.0585,0,0,-0.0585,0.4604,0.0895,0.031,0.4604,0.0649,0.0064
3022105,4012403,3,2,2,1,5,0.0855,4.909,0.0626,-0.0229,4.909,0.2715,0.186,4.909,0.3346,0.2491,0,0,-0.0855,0,0,-0.0855,0,0,-0.0855,0,0,-0.0855,0.4604,0.0943,0.0088,0.4604,0.0649,-0.0206
3022106,4012403,3,2,2,1,6,0.09,4.909,0.0626,-0.0274,4.909,0.2715,0.1815,4.909,0.3346,0.2446,0,0,-0.09,0,0,-0.09,0,0,-0.09,0,0,-0.09,0.4604,0.1025,0.0125,0.4604,0.0649,-0.0251
3022204,4012403,3,2,2,2,4,0.049725,4.909,0.0626,0.012875,4.909,0.2715,0.221775,4.909,0.3346,0.284875,0,0,-0.049725,0,0,-0.049725,0,0,-0.049725,0,0,-0.049725,0.4604,0.1025,0.052775,0.4604,0.0649,0.015175
3022205,4012403,3,2,2,2,5,0.072675,4.909,0.0626,-0.010075,4.909,0.2715,0.198825,4.909,0.3346,0.261925,0,0,-0.072675,0,0,-0.072675,0,0,-0.072675,0,0,-0.072675,0.4604,0.1025,0.029825,0.4604,0.0649,-0.007775
3022206,4012403,3,2,2,2,6,0.0765,4.909,0.0626,-0.0139,4.909,0.2715,0.195,4.909,0.3346,0.2581,0,0,-0.0765,0,0,-0.0765,0,0,-0.0765,0,0,-0.0765,0.4604,0.1025,0.026,0.4604,0.0649,-0.0116
3022304,4012403,3,2,2,3,4,0.04095,4.909,0.0626,0.02165,4.909,0.2715,0.23055,4.909,0.3346,0.29365,0,0,-0.04095,0,0,-0.04095,0,0,-0.04095,0,0,-0.04095,0.4604,0.1025,0.06155,0.4604,0.0649,0.02395
3022305,4012403,3,2,2,3,5,0.05985,4.909,0.0626,0.00275,4.909,0.2715,0.21165,4.909,0.3346,0.27475,0,0,-0.05985,0,0,-0.05985,0,0,-0.05985,0,0,-0.05985,0.4604,0.1025,0.04265,0.4604,0.0649,0.00505
3022306,4012403,3,2,2,3,6,0.063,4.909,0.0626,-0.0004,4.909,0.2715,0.2085,4.909,0.3346,0.2716,0,0,-0.063,0,0,-0.063,0,0,-0.063,0,0,-0.063,0.4604,0.1025,0.0395,0.4604,0.0649,0.0019
3022404,4012403,3,2,2,4,4,0.00585,4.909,0.0626,0.05675,4.909,0.2715,0.26565,4.909,0.3346,0.32875,0,0,-0.00585,0,0,-0.00585,0,0,-0.00585,0,0,-0.00585,0.4604,0.1025,0.09665,0.4604,0.0649,0.05905
3022405,4012403,3,2,2,4,5,0.00855,4.909,0.0626,0.05405,4.909,0.2715,0.26295,4.909,0.3346,0.32605,0,0,-0.00855,0,0,-0.00855,0,0,-0.00855,0,0,-0.00855,0.4604,0.1025,0.09395,0.4604,0.0649,0.05635
3022406,4012403,3,2,2,4,6,0.009,4.909,0.0626,0.0536,4.909,0.2715,0.2625,4.909,0.3346,0.3256,0,0,-0.009,0,0,-0.009,0,0,-0.009,0,0,-0.009,0.4604,0.1025,0.0935,0.4604,0.0649,0.0559
3023103,4013403,3,2,3,1,3,0.0315,2.804,0.0332,0.0017,2.804,0.1551,0.1236,2.804,0.1911,0.1596,0,0,-0.0315,0,0,-0.0315,0,0,-0.0315,0,0,-0.0315,0.1357,0.1025,0.071,0.1357,0.0191,-0.0124
3023104,4013404,3,2,3,1,4,0.0585,4.4251,0.0558,-0.0027,4.4251,0.2448,0.1863,4.4251,0.3016,0.2431,0,0,-0.0585,0,0,-0.0585,0,0,-0.0585,0,0,-0.0585,0.1702,0.1025,0.044,0.1702,0.024,-0.0345
3023105,4013405,3,2,3,1,5,0.0855,4.4251,0.0558,-0.0297,4.4251,0.2448,0.1593,4.4251,0.3016,0.2161,0,0,-0.0855,0,0,-0.0855,0,0.0012,-0.0843,0,0.0012,-0.0843,0.4308,0.1025,0.017,0.4308,0.0607,-0.0248
3023106,4013406,3,2,3,1,6,0.09,4.4251,0.0558,-0.0342,4.4251,0.2448,0.1548,4.4251,0.3016,0.2116,0,0,-0.09,0,0,-0.09,0,0.002,-0.088,0,0.002,-0.088,0.4308,0.1025,0.0125,0.4308,0.0607,-0.0293
3023203,4013403,3,2,3,2,3,0.026775,2.804,0.0332,0.006425,2.804,0.1551,0.128325,2.804,0.1911,0.164325,0,0,-0.026775,0,0,-0.026775,0,0.0021,-0.024675,0,0.0021,-0.024675,0.1357,0.1025,0.075725,0.1357,0.0191,-0.007675
3023204,4013404,3,2,3,2,4,0.049725,4.4251,0.0558,0.006075,4.4251,0.2448,0.195075,4.4251,0.3016,0.251875,0,0,-0.049725,0,0,-0.049725,0,0.0025,-0.047225,0,0.0026,-0.047125,0.1702,0.1025,0.052775,0.1702,0.024,-0.025725
3023205,4013405,3,2,3,2,5,0.072675,4.4251,0.0558,-0.016875,4.4251,0.2448,0.172125,4.4251,0.3016,0.228925,0,0,-0.072675,0,0,-0.072675,0,0.0026,-0.070075,0,0.0031,-0.069575,0.4308,0.1025,0.029825,0.4308,0.0607,-0.011975
3023206,4013406,3,2,3,2,6,0.0765,4.4251,0.0558,-0.0207,4.4251,0.2448,0.1683,4.4251,0.3016,0.2251,0,0,-0.0765,0,0,-0.0765,0,0.0031,-0.0734,0,0.0035,-0.073,0.4308,0.1025,0.026,0.4308,0.0607,-0.0158
3023303,4013403,3,2,3,3,3,0.02205,2.804,0.0332,0.01115,2.804,0.1551,0.13305,2.804,0.1911,0.16905,0,0,-0.02205,0,0,-0.02205,0,0.0035,-0.01855,0,0.0051,-0.01695,0.1357,0.1025,0.08045,0.1357,0.0191,-0.00295
3023304,4013404,3,2,3,3,4,0.04095,4.4251,0.0558,0.01485,4.4251,0.2448,0.20385,4.4251,0.3016,0.26065,0,0,-0.04095,0,0,-0.04095,0,0.0044,-0.03655,0,0.0061,-0.03485,0.1702,0.1025,0.06155,0.1702,0.024,-0.01695
3023305,4013405,3,2,3,3,5,0.05985,4.4251,0.0558,-0.00405,4.4251,0.2448,0.18495,4.4251,0.3016,0.24175,0,0,-0.05985,0,0,-0.05985,0,0.0044,-0.05545,0,0.0061,-0.05375,0.4308,0.1025,0.04265,0.4308,0.0607,0.00085
3023306,4013406,3,2,3,3,6,0.063,4.4251,0.0558,-0.0072,4.4251,0.2448,0.1818,4.4251,0.3016,0.2386,0,0,-0.063,0,0,-0.063,0,0.0051,-0.0579,0,0.0074,-0.0556,0.4308,0.1025,0.0395,0.4308,0.0607,-0.0023
3023403,4013403,3,2,3,4,3,0.00315,2.804,0.0332,0.03005,2.804,0.1551,0.15195,2.804,0.1911,0.18795,0,0,-0.00315,0,0,-0.00315,0,0.0052,0.00205,0,0.0074,0.00425,0.1357,0.1025,0.09935,0.1357,0.0191,0.01595
3023404,4013404,3,2,3,4,4,0.00585,4.4251,0.0558,0.04995,4.4251,0.2448,0.23895,4.4251,0.3016,0.29575,0,0,-0.00585,0,0,-0.00585,0,0.0052,-0.00065,0,0.0079,0.00205,0.1702,0.1025,0.09665,0.1702,0.024,0.01815
3023405,4013405,3,2,3,4,5,0.00855,4.4251,0.0558,0.04725,4.4251,0.2448,0.23625,4.4251,0.3016,0.29305,0,0,-0.00855,0,0,-0.00855,0,0.0061,-0.00245,0,0.0097,0.00115,0.4308,0.1025,0.09395,0.4308,0.0607,0.05215
3023406,4013406,3,2,3,4,6,0.009,4.4251,0.0558,0.0468,4.4251,0.2448,0.2358,4.4251,0.3016,0.2926,0,0,-0.009,0,0,-0.009,0,0.0061,-0.0029,0,0.0097,0.0007,0.4308,0.1025,0.0935,0.4308,0.0607,0.0517
3024103,4014103,3,2,4,1,3,0.315,7.9254,0.1046,-0.2104,7.9254,0.4384,0.1234,7.9254,0.5402,0.2252,3.5007,0.3063,-0.0087,4.2021,0.3025,-0.0125,4.2021,0.0067,-0.3083,4.2021,0.0103,-0.3047,4.2021,0.1025,-0.2125,4.2021,0.5925,0.2775
3024104,4014104,3,2,4,1,4,0.585,9.0612,0.1204,-0.4646,9.0612,0.5012,-0.0838,9.0612,0.6177,0.0327,4.2039,0.3678,-0.2172,5.0423,0.363,-0.222,5.0423,0.0067,-0.5783,5.0423,0.0103,-0.5747,5.0423,0.1025,-0.4825,5.0423,0.711,0.126
3024105,4014105,3,2,4,1,5,0.855,9.0612,0.1204,-0.7346,9.0612,0.5012,-0.3538,9.0612,0.6177,-0.2373,7.7206,0.6755,-0.1795,9.0612,0.6523,-0.2027,9.0612,0.0068,-0.8482,9.0612,0.0106,-0.8444,9.0612,0.1025,-0.7525,9.0612,1,0.145
3024106,4014106,3,2,4,1,6,0.9,9.0612,0.1204,-0.7796,9.0612,0.5012,-0.3988,9.0612,0.6177,-0.2823,7.7206,0.6755,-0.2245,9.0612,0.6523,-0.2477,9.0612,0.0068,-0.8932,9.0612,0.0106,-0.8894,9.0612,0.1025,-0.7975,9.0612,1,0.1
3024203,4014103,3,2,4,2,3,0.26775,7.9254,0.1046,-0.16315,7.9254,0.4384,0.17065,7.9254,0.5402,0.27245,3.5007,0.3063,0.03855,4.2021,0.3025,0.03475,4.2021,0.0069,-0.26085,4.2021,0.0108,-0.25695,3.2029,0.1025,-0.16525,3.2029,0.4516,0.18385
3024204,4014104,3,2,4,2,4,0.49725,9.0612,0.1204,-0.37685,9.0612,0.5012,0.00395,9.0612,0.6177,0.12045,4.2039,0.3678,-0.12945,5.0423,0.363,-0.13425,5.0423,0.007,-0.49025,5.0423,0.0108,-0.48645,3.858,0.1025,-0.39475,3.858,0.544,0.04675
3024205,4014105,3,2,4,2,5,0.72675,9.0612,0.1204,-0.60635,9.0612,0.5012,-0.22555,9.0612,0.6177,-0.10905,7.7206,0.6755,-0.05125,9.0612,0.6523,-0.07445,9.0612,0.007,-0.71975,9.0612,0.0119,-0.71485,7.0921,0.1094,-0.61735,7.0921,1,0.27325
3024206,4014106,3,2,4,2,6,0.765,9.0612,0.1204,-0.6446,9.0612,0.5012,-0.2638,9.0612,0.6177,-0.1473,7.7206,0.6755,-0.0895,9.0612,0.6523,-0.1127,9.0612,0.0072,-0.7578,9.0612,0.0127,-0.7523,7.0921,0.1094,-0.6556,7.0921,1,0.235
3024303,4014103,3,2,4,3,3,0.2205,7.9254,0.1046,-0.1159,7.9254,0.4384,0.2179,7.9254,0.5402,0.3197,3.5007,0.3063,0.0858,4.2021,0.3025,0.082,4.2021,0.0079,-0.2126,4.2021,0.0127,-0.2078,1.4883,0.1096,-0.1109,1.4883,0.2099,-0.0106
3024304,4014104,3,2,4,3,4,0.4095,9.0612,0.1204,-0.2891,9.0612,0.5012,0.0917,9.0612,0.6177,0.2082,4.2039,0.3678,-0.0417,5.0423,0.363,-0.0465,5.0423,0.0079,-0.4016,5.0423,0.0137,-0.3958,1.6279,0.1096,-0.2999,1.6279,0.2295,-0.18
3024305,4014105,3,2,4,3,5,0.5985,9.0612,0.1204,-0.4781,9.0612,0.5012,-0.0973,9.0612,0.6177,0.0192,7.7206,0.6755,0.077,9.0612,0.6523,0.0538,9.0612,0.0093,-0.5892,9.0612,0.014,-0.5845,3.8433,0.1096,-0.4889,3.8433,0.5419,-0.0566
3024306,4014106,3,2,4,3,6,0.63,9.0612,0.1204,-0.5096,9.0612,0.5012,-0.1288,9.0612,0.6177,-0.0123,7.7206,0.6755,0.0455,9.0612,0.6523,0.0223,9.0612,0.0093,-0.6207,9.0612,0.014,-0.616,3.8433,0.1096,-0.5204,3.8433,0.5419,-0.0881
3024403,4014103,3,2,4,4,3,0.0315,7.9254,0.1046,0.0731,7.9254,0.4384,0.4069,7.9254,0.5402,0.5087,3.5007,0.3063,0.2748,4.2021,0.3025,0.271,4.2021,0.0097,-0.0218,4.2021,0.014,-0.0175,0.7411,0.1096,0.0781,0.7411,0.1045,0.073
3024404,4014104,3,2,4,4,4,0.0585,9.0612,0.1204,0.0619,9.0612,0.5012,0.4427,9.0612,0.6177,0.5592,4.2039,0.3678,0.3093,5.0423,0.363,0.3045,5.0423,0.0103,-0.0482,5.0423,0.014,-0.0445,0.7793,0.1096,0.0511,0.7793,0.1099,0.0514
3024405,4014105,3,2,4,4,5,0.0855,9.0612,0.1204,0.0349,9.0612,0.5012,0.4157,9.0612,0.6177,0.5322,7.7206,0.6755,0.59,9.0612,0.6523,0.5668,9.0612,0.0103,-0.0752,9.0612,0.015,-0.0705,1.986,0.1096,0.0241,1.986,0.28,0.1945
3024406,4014106,3,2,4,4,6,0.09,9.0612,0.1204,0.0304,9.0612,0.5012,0.4112,9.0612,0.6177,0.5277,7.7206,0.6755,0.5855,9.0612,0.6523,0.5623,9.0612,0.0108,-0.0792,9.0612,0.015,-0.075,1.986,0.1096,0.0196,1.986,0.28,0.19
3031401,3031401,3,3,1,4,1,0.00045,2.5758,0.0301,0.02965,2.5758,0.1425,0.14205,1.3947,0.0951,0.09465,0.045,0.0039,0.00345,0.069,0.005,0.00455,0.069,0.0108,0.01035,0.069,0.016,0.01555,0.069,0.1096,0.10915,0.069,0.0097,0.00925
