fuelbed,andreu_fuelbed_no,topo,cover,treatment,mfri,age,expected_pig,benchmark_ros,benchmark_pig,benchmark_dif,ms1_ros,ms1_pig,ms1_dif,ms2_ros,ms2_pig,ms2_dif,ms3_ros,ms3_pig,ms3_dif,ms4_ros,ms4_pig,ms4_dif,ms5_ros,ms5_pig,ms5_dif,ms6_ros,ms6_pig,ms6_dif,ms7_ros,ms7_pig,ms7_dif,ms8_ros,ms8_pig,ms8_dif
4014105,4014105,4,1,4,1,5,0.857375,9.0612,0.1204,-0.736975,9.0612,0.5012,-0.356175,9.0612,0.6177,-0.239675,7.7206,0.6755,-0.181875,9.0612,0.6523,-0.205075,9.0612,0.451,-0.406375,9.0612,0.5207,-0.336675,9.0612,0.3542,-0.503175,9.0612,1,0.142625
4014106,4014106,4,1,4,1,6,0.9025,9.0612,0.1204,-0.7821,9.0612,0.5012,-0.4013,9.0612,0.6177,-0.2848,7.7206,0.6755,-0.227,9.0612,0.6523,-0.2502,9.0612,0.4568,-0.4457,9.0612,0.5265,-0.376,9.0612,0.3542,-0.5483,9.0612,1,0.0975
4014203,4014103,4,1,4,2,3,0.26849375,7.9254,0.1046,-0.16389375,7.9254,0.4384,0.16990625,7.9254,0.5402,0.27170625,3.5007,0.3063,0.03780625,4.2021,0.3025,0.03400625,4.2021,0.474,0.20550625,4.2021,0.5538,0.28530625,3.2029,0.3542,0.08570625,3.2029,0.4516,0.18310625
4014204,4014104,4,1,4,2,4,0.49863125,9.0612,0.1204,-0.37823125,9.0612,0.5012,0.00256875,9.0612,0.6177,0.11906875,4.2039,0.3678,-0.13083125,5.0423,0.363,-0.13563125,5.0423,0.4837,-0.01493125,5.0423,0.5763,0.07766875,3.858,0.3598,-0.13883125,3.858,0.544,0.04536875
4014205,4014105,4,1,4,2,5,0.72876875,9.0612,0.1204,-0.60836875,9.0612,0.5012,-0.22756875,9.0612,0.6177,-0.11106875,7.7206,0.6755,-0.05326875,9.0612,0.6523,-0.07646875,9.0612,0.4904,-0.23836875,9.0612,0.5832,-0.14556875,7.0921,0.3646,-0.36416875,7.0921,1,0.27123125
4014206,4014106,4,1,4,2,6,0.767125,9.0612,0.1204,-0.646725,9.0612,0.5012,-0.265925,9.0612,0.6177,-0.149425,7.7206,0.6755,-0.091625,9.0612,0.6523,-0.114825,9.0612,0.5027,-0.264425,9.0612,0.5859,-0.181225,7.0921,0.3646,-0.402525,7.0921,1,0.232875
4014303,4014103,4,1,4,3,3,0.2211125,7.9254,0.1046,-0.1165125,7.9254,0.4384,0.2172875,7.9254,0.5402,0.3190875,3.5007,0.3063,0.0851875,4.2021,0.3025,0.0813875,4.2021,0.5027,0.2815875,4.2021,0.5872,0.3660875,1.4883,0.3696,0.1484875,1.4883,0.2099,-0.0112125
4014304,4014104,4,1,4,3,4,0.4106375,9.0612,0.1204,-0.2902375,9.0612,0.5012,0.0905625,9.0612,0.6177,0.2070625,4.2039,0.3678,-0.0428375,5.0423,0.363,-0.0476375,5.0423,0.5106,0.0999625,5.0423,0.5988,0.1881625,1.6279,0.3696,-0.0410375,1.6279,0.2295,-0.1811375
4014305,4014105,4,1,4,3,5,0.6001625,9.0612,0.1204,-0.4797625,9.0612,0.5012,-0.0989625,9.0612,0.6177,0.0175375,7.7206,0.6755,0.0753375,9.0612,0.6523,0.0521375,9.0612,0.5333,-0.0668625,9.0612,0.6047,0.0045375,3.8433,0.3743,-0.2258625,3.8433,0.5419,-0.0582625
4014306,4014106,4,1,4,3,6,0.63175,9.0612,0.1204,-0.51135,9.0612,0.5012,-0.13055,9.0612,0.6177,-0.01405,7.7206,0.6755,0.04375,9.0612,0.6523,0.02055,9.0612,0.5538,-0.07795,9.0612,0.6157,-0.01605,3.8433,0.3874,-0.24435,3.8433,0.5419,-0.08985
4014403,4014103,4,1,4,4,3,0.0315875,7.9254,0.1046,0.0730125,7.9254,0.4384,0.4068125,7.9254,0.5402,0.5086125,3.5007,0.3063,0.2747125,4.2021,0.3025,0.2709125,4.2021,0.5676,0.5360125,4.2021,0.6157,0.5841125,0.7411,0.3874,0.3558125,0.7411,0.1045,0.0729125
4014404,4014104,4,1,4,4,4,0.0586625,9.0612,0.1204,0.0617375,9.0612,0.5012,0.4425375,9.0612,0.6177,0.5590375,4.2039,0.3678,0.3091375,5.0423,0.363,0.3043375,5.0423,0.5676,0.5089375,5.0423,0.6213,0.5626375,0.7793,0.3874,0.3287375,0.7793,0.1099,0.0512375
4014405,4014105,4,1,4,4,5,0.0857375,9.0612,0.1204,0.0346625,9.0612,0.5012,0.4154625,9.0612,0.6177,0.5319625,7.7206,0.6755,0.5897625,9.0612,0.6523,0.5665625,9.0612,0.572,0.4862625,9.0612,0.6282,0.5424625,1.986,0.3874,0.3016625,1.986,0.28,0.1942625
4014406,4014106,4,1,4,4,6,0.09025,9.0612,0.1204,0.03015,9.0612,0.5012,0.41095,9.0612,0.6177,0.52745,7.7206,0.6755,0.58525,9.0612,0.6523,0.56205,9.0612,0.5763,0.48605,9.0612,0.6429,0.55265,1.986,0.3874,0.29715,1.986,0.28,0.18975
4015103,4015103,4,1,5,1,3,0.315875,2.7334,0.0323,-0.283575,2.7334,0.1512,-0.164675,2.7334,0.1863,-0.129575,2.0213,0.1769,-0.138975,2.5745,0.1853,-0.130575,2.5745,0.5781,0.262225,2.5745,0.6583,0.342425,2.5745,0.3874,0.071525,2.5745,0.363,0.047125
4015104,4015104,4,1,5,1,4,0.586625,4.9116,0.0626,-0.524025,4.9116,0.2717,-0.314925,4.9116,0.3348,-0.251825,3.8561,0.3374,-0.249225,4.9116,0.3536,-0.233025,4.9116,0.5832,-0.003425,4.9116,0.6583,0.071675,4.9116,0.3938,-0.192825,4.9116,0.6925,0.105875
4015203,4015203,4,1,5,2,3,0.26849375,3.4973,0.0429,-0.22559375,3.4973,0.1934,-0.07509375,3.2428,0.2211,-0.04739375,2.132,0.1865,-0.08199375,2.5349,0.1825,-0.08599375,2.5349,0.5859,0.31740625,2.5349,0.6599,0.39140625,2.5349,0.4102,0.14170625,2.5349,0.3574,0.08890625
4015204,4015203,4,1,5,2,4,0.49863125,3.4973,0.0429,-0.45573125,3.4973,0.1934,-0.30523125,3.2428,0.2211,-0.27753125,2.132,0.1865,-0.31213125,2.5349,0.1825,-0.31613125,2.5349,0.593,0.09436875,2.5349,0.6625,0.16386875,2.5349,0.4175,-0.08113125,2.5349,0.3574,-0.14123125
4015302,4015302,4,1,5,3,2,0.0315875,2.2781,0.0259,-0.0056875,2.2781,0.126,0.0944125,1.9234,0.1311,0.0995125,0.2177,0.019,-0.0125875,0.2833,0.0204,-0.0111875,0.2833,0.593,0.5614125,0.2833,0.6714,0.6398125,0.2833,0.4445,0.4129125,0.2833,0.0399,0.0083125
4015303,4015303,4,1,5,3,3,0.2211125,2.1719,0.0244,-0.1967125,2.1719,0.1201,-0.1010125,1.7052,0.1162,-0.1049125,0.2312,0.0202,-0.2009125,0.3206,0.0231,-0.1980125,0.2839,0.5988,0.3776875,0.304,0.6844,0.4632875,0.2933,0.4708,0.2496875,0.2933,0.0414,-0.1797125
4015304,4015304,4,1,5,3,4,0.4106375,2.8412,0.0338,-0.3768375,2.8412,0.1572,-0.2534375,2.2307,0.1521,-0.2585375,0.2089,0.0183,-0.3923375,0.3029,0.0218,-0.3888375,0.2696,0.6186,0.2079625,0.2847,0.6972,0.2865625,0.2729,0.4726,0.0619625,0.2729,0.0385,-0.3721375
4015401,4015401,4,1,5,4,1,0.0009025,0.8265,0.0057,0.0047975,0.8265,0.0457,0.0447975,0.5961,0.0406,0.0396975,0.0346,0.003,0.0020975,0.04,0.0029,0.0019975,0.04,0.6282,0.6272975,0.04,0.7561,0.7551975,0.04,0.4726,0.4716975,0.04,0.0056,0.0046975
4015402,4015402,4,1,5,4,2,0.0045125,1.5071,0.0152,0.0106875,1.5071,0.0834,0.0788875,0.9187,0.0626,0.0580875,0.0136,0.0012,-0.0033125,0.0158,0.0011,-0.0034125,0.0158,0.6321,0.6275875,0.0158,0.7724,0.7678875,0.0158,0.4726,0.4680875,0.0158,0.0022,-0.0023125
4015403,4015403,4,1,5,4,3,0.0315875,3.2981,0.0401,0.0085125,3.2981,0.1824,0.1508125,2.0105,0.137,0.1054125,0.2428,0.0212,-0.0103875,0.2727,0.0196,-0.0119875,0.083,0.6447,0.6131125,0.1996,0.7736,0.7420125,0.1469,0.4726,0.4410125,0.1469,0.0207,-0.0108875
4015404,4015404,4,1,5,4,4,0.0586625,4.5968,0.0582,-0.0004625,4.5968,0.2543,0.1956375,3.9488,0.2692,0.2105375,1.6523,0.1446,0.0859375,1.7709,0.1275,0.0688375,0.4693,0.6483,0.5896375,1.2279,0.8043,0.7456375,0.8747,0.4726,0.4139375,0.8747,0.1233,0.0646375
4016104,4012403,4,1,6,1,4,0.0586625,4.909,0.0626,0.0039375,4.909,0.2715,0.2128375,4.909,0.3346,0.2759375,0,0,-0.0586625,0,0,-0.0586625,0,0.6908,0.6321375,0,0.8242,0.7655375,0.4604,0.4726,0.4139375,0.4604,0.0649,0.0062375
4016204,4012403,4,1,6,2,4,0.049863125,4.909,0.0626,0.012736875,4.909,0.2715,0.221636875,4.909,0.3346,0.284736875,0,0,-0.049863125,0,0,-0.049863125,0,0.6972,0.647336875,0,0.8334,0.783536875,0.4604,0.4726,0.422736875,0.4604,0.0649,0.015036875
4016304,4012403,4,1,6,3,4,0.04106375,4.909,0.0626,0.02153625,4.909,0.2715,0.23043625,4.909,0.3346,0.29353625,0,0,-0.04106375,0,0,-0.04106375,0,0.7173,0.67623625,0,0.8334,0.79233625,0.4604,0.4726,0.43153625,0.4604,0.0649,0.02383625
4016404,4012403,4,1,6,4,4,0.00586625,4.909,0.0626,0.05673375,4.909,0.2715,0.26563375,4.909,0.3346,0.32873375,0,0,-0.00586625,0,0,-0.00586625,0,0.7335,0.72763375,0,0.8334,0.82753375,0.4604,0.481,0.47513375,0.4604,0.0649,0.05903375
4017103,4013403,4,1,7,1,3,0.0315875,2.804,0.0332,0.0016125,2.804,0.1551,0.1235125,2.804,0.1911,0.1595125,0,0,-0.0315875,0,0,-0.0315875,0,0.7465,0.7149125,0,0.8334,0.8018125,0.1357,0.5104,0.4788125,0.1357,0.0191,-0.0124875
4017104,4013404,4,1,7,1,4,0.0586625,4.4251,0.0558,-0.0028625,4.4251,0.2448,0.1861375,4.4251,0.3016,0.2429375,0,0,-0.0586625,0,0,-0.0586625,0,0.8174,0.7587375,0,0.8334,0.7747375,0.1702,0.5688,0.5101375,0.1702,0.024,-0.0346625
4017203,4013403,4,1,7,2,3,0.026849375,2.804,0.0332,0.006350625,2.804,0.1551,0.128250625,2.804,0.1911,0.164250625,0,0,-0.026849375,0,0,-0.026849375,0,0.8334,0.806550625,0,0.8334,0.806550625,0.1357,0.58,0.553150625,0.1357,0.0191,-0.007749375
4017204,4013404,4,1,7,2,4,0.049863125,4.4251,0.0558,0.005936875,4.4251,0.2448,0.194936875,4.4251,0.3016,0.251736875,0,0,-0.049863125,0,0,-0.049863125,0,0.8334,0.783536875,0,0.8334,0.783536875,0.1702,0.58,0.530136875,0.1702,0.024,-0.025863125
4017303,4013403,4,1,7,3,3,0.02211125,2.804,0.0332,0.01108875,2.804,0.1551,0.13298875,2.804,0.1911,0.16898875,0,0,-0.02211125,0,0,-0.02211125,0,0.8334,0.81128875,0,0.8334,0.81128875,0.1357,0.5805,0.55838875,0.1357,0.0191,-0.00301125
4017304,4013404,4,1,7,3,4,0.04106375,4.4251,0.0558,0.01473625,4.4251,0.2448,0.20373625,4.4251,0.3016,0.26053625,0,0,-0.04106375,0,0,-0.04106375,0,0.8334,0.79233625,0,0.8334,0.79233625,0.1702,0.6032,0.56213625,0.1702,0.024,-0.01706375
4017403,4013403,4,1,7,4,3,0.00315875,2.804,0.0332,0.03004125,2.804,0.1551,0.15194125,2.804,0.1911,0.18794125,0,0,-0.00315875,0,0,-0.00315875,0,0.8334,0.83024125,0,0.8334,0.83024125,0.1357,0.6032,0.60004125,0.1357,0.0191,0.01594125
4017404,4013404,4,1,7,4,4,0.00586625,4.4251,0.0558,0.04993375,4.4251,0.2448,0.23893375,4.4251,0.3016,0.29573375,0,0,-0.00586625,0,0,-0.00586625,0,0.8334,0.82753375,0,0.8334,0.82753375,0.1702,0.6081,0.60223375,0.1702,0.024,0.01813375
4018103,4014103,4,1,8,1,3,0.315875,7.9254,0.1046,-0.211275,7.9254,0.4384,0.122525,7.9254,0.5402,0.224325,3.5007,0.3063,-0.009575,4.2021,0.3025,-0.013375,4.2021,0.8334,0.517525,4.2021,0.8334,0.517525,4.2021,0.6127,0.296825,4.2021,0.5925,0.276625
4018104,4014104,4,1,8,1,4,0.586625,9.0612,0.1204,-0.466225,9.0612,0.5012,-0.085425,9.0612,0.6177,0.031075,4.2039,0.3678,-0.218825,5.0423,0.363,-0.223625,5.0423,0.8334,0.246775,5.0423,0.8334,0.246775,5.0423,0.6249,0.038275,5.0423,0.711,0.124375
4018203,4014103,4,1,8,2,3,0.26849375,7.9254,0.1046,-0.16389375,7.9254,0.4384,0.16990625,7.9254,0.5402,0.27170625,3.5007,0.3063,0.03780625,4.2021,0.3025,0.03400625,4.2021,0.8334,0.56490625,4.2021,0.8334,0.56490625,3.2029,0.6249,0.35640625,3.2029,0.4516,0.18310625
4018204,4014104,4,1,8,2,4,0.49863125,9.0612,0.1204,-0.37823125,9.0612,0.5012,0.00256875,9.0612,0.6177,0.11906875,4.2039,0.3678,-0.13083125,5.0423,0.363,-0.13563125,5.0423,0.8334,0.33476875,5.0423,0.8334,0.33476875,3.858,0.6249,0.12626875,3.858,0.544,0.04536875
4018303,4014103,4,1,8,3,3,0.2211125,7.9254,0.1046,-0.1165125,7.9254,0.4384,0.2172875,7.9254,0.5402,0.3190875,3.5007,0.3063,0.0851875,4.2021,0.3025,0.0813875,4.2021,0.8334,0.6122875,4.2021,0.8334,0.6122875,1.4883,0.6249,0.4037875,1.4883,0.2099,-0.0112125
4018304,4014104,4,1,8,3,4,0.4106375,9.0612,0.1204,-0.2902375,9.0612,0.5012,0.0905625,9.0612,0.6177,0.2070625,4.2039,0.3678,-0.0428375,5.0423,0.363,-0.0476375,5.0423,0.8334,0.4227625,5.0423,0.8334,0.4227625,1.6279,0.6287,0.2180625,1.6279,0.2295,-0.1811375
4018403,4014103,4,1,8,4,3,0.0315875,7.9254,0.1046,0.0730125,7.9254,0.4384,0.4068125,7.9254,0.5402,0.5086125,3.5007,0.3063,0.2747125,4.2021,0.3025,0.2709125,4.2021,0.8334,0.8018125,4.2021,0.8334,0.8018125,0.7411,0.6593,0.6277125,0.7411,0.1045,0.0729125
4018404,4014104,4,1,8,4,4,0.0586625,9.0612,0.1204,0.0617375,9.0612,0.5012,0.4425375,9.0612,0.6177,0.5590375,4.2039,0.3678,0.3091375,5.0423,0.363,0.3043375,5.0423,0.8334,0.7747375,5.0423,0.8334,0.7747375,0.7793,0.6645,0.6058375,0.7793,0.1099,0.0512375
4021401,4021401,4,2,1,4,1,0.0095,0.4185,0,-0.0095,0.4185,0.0231,0.0136,0.2793,0.019,0.0095,0.0065,6.00E-04,-0.0089,0.0106,8.00E-04,-0.0087,0.0106,0.8334,0.8239,0.0106,0.8334,0.8239,0.0106,0.6916,0.6821,0.0106,0.0015,-0.008
4021402,4021402,4,2,1,4,2,0.19,0.6855,0.0037,-0.1863,0.6855,0.0379,-0.1521,0.4179,0.0285,-0.1615,0.0082,7.00E-04,-0.1893,0.0129,9.00E-04,-0.1891,0.0129,0.8334,0.6434,0.0129,0.8334,0.6434,0.0129,0.6998,0.5098,0.0129,0.0018,-0.1882
4021403,4021403,4,2,1,4,3,0.38,2.5792,0.0301,-0.3499,2.5792,0.1427,-0.2373,1.9904,0.1357,-0.2443,0.4509,0.0395,-0.3405,0.4893,0.0352,-0.3448,0.0565,0.8334,0.4534,0.1099,0.8334,0.4534,0.0565,0.703,0.323,0.0565,0.008,-0.372
4021404,4021404,4,2,1,4,4,0.19,3.999,0.0499,-0.1401,3.999,0.2212,0.0312,3.2623,0.2224,0.0324,0.8725,0.0763,-0.1137,0.9344,0.0673,-0.1227,0.0956,0.8334,0.6434,0.1963,0.8334,0.6434,0.0956,0.7051,0.5151,0.0956,0.0135,-0.1765
4021405,4021405,4,2,1,4,5,0.0095,3.5415,0.0435,0.034,3.5415,0.1959,0.1864,2.8581,0.1948,0.1853,0.891,0.078,0.0685,1.0118,0.0728,0.0633,0.0793,0.8334,0.8239,0.9669,0.8334,0.8239,0.4595,0.7186,0.7091,0.4595,0.0648,0.0553
4021406,4021406,4,2,1,4,6,0.0095,3.5416,0.0435,0.034,3.5416,0.1959,0.1864,2.8582,0.1948,0.1853,0.8911,0.078,0.0685,1.0119,0.0728,0.0633,0.0793,0.8334,0.8239,0.9669,0.8334,0.8239,0.4595,0.7208,0.7113,0.4595,0.0648,0.0553
4022104,4012403,4,2,2,1,4,0.06175,4.909,0.0626,0.00085,4.909,0.2715,0.20975,4.909,0.3346,0.27285,0,0,-0.06175,0,0,-0.06175,0,0.8334,0.77165,0,0.8334,0.77165,0.4604,0.7208,0.65905,0.4604,0.0649,0.00315
4022105,4012403,4,2,2,1,5,0.09025,4.909,0.0626,-0.02765,4.909,0.2715,0.18125,4.909,0.3346,0.24435,0,0,-0.09025,0,0,-0.09025,0,0.8334,0.74315,0,0.8334,0.74315,0.4604,0.7274,0.63715,0.4604,0.0649,-0.02535
4022106,4012403,4,2,2,1,6,0.095,4.909,0.0626,-0.0324,4.909,0.2715,0.1765,4.909,0.3346,0.2396,0,0,-0.095,0,0,-0.095,0,0.8334,0.7384,0,0.8334,0.7384,0.4604,0.7314,0.6364,0.4604,0.0649,-0.0301
4022204,4012403,4,2,2,2,4,0.0524875,4.909,0.0626,0.0101125,4.909,0.2715,0.2190125,4.909,0.3346,0.2821125,0,0,-0.0524875,0,0,-0.0524875,0,0.8334,0.7809125,0,0.8334,0.7809125,0.4604,0.7314,0.6789125,0.4604,0.0649,0.0124125
4022205,4012403,4,2,2,2,5,0.0767125,4.909,0.0626,-0.0141125,4.909,0.2715,0.1947875,4.909,0.3346,0.2578875,0,0,-0.0767125,0,0,-0.0767125,0,0.8334,0.7566875,0,0.8334,0.7566875,0.4604,0.7454,0.6686875,0.4604,0.0649,-0.0118125
4022206,4012403,4,2,2,2,6,0.08075,4.909,0.0626,-0.01815,4.909,0.2715,0.19075,4.909,0.3346,0.25385,0,0,-0.08075,0,0,-0.08075,0,0.8334,0.75265,0,0.8334,0.75265,0.4604,0.7538,0.67305,0.4604,0.0649,-0.01585
4022304,4012403,4,2,2,3,4,0.043225,4.909,0.0626,0.019375,4.909,0.2715,0.228275,4.909,0.3346,0.291375,0,0,-0.043225,0,0,-0.043225,0,0.8334,0.790175,0,0.8334,0.790175,0.4604,0.7622,0.718975,0.4604,0.0649,0.021675
4022305,4012403,4,2,2,3,5,0.063175,4.909,0.0626,-0.000575,4.909,0.2715,0.208325,4.909,0.3346,0.271425,0,0,-0.063175,0,0,-0.063175,0,0.8334,0.770225,0,0.8451,0.781925,0.4604,0.7622,0.699025,0.4604,0.0649,0.001725
4022306,4012403,4,2,2,3,6,0.0665,4.909,0.0626,-0.0039,4.909,0.2715,0.205,4.909,0.3346,0.2681,0,0,-0.0665,0,0,-0.0665,0,0.8334,0.7669,0,0.8743,0.8078,0.4604,0.7622,0.6957,0.4604,0.0649,-0.0016
4022404,4012403,4,2,2,4,4,0.006175,4.909,0.0626,0.056425,4.909,0.2715,0.265325,4.909,0.3346,0.328425,0,0,-0.006175,0,0,-0.006175,0,0.8334,0.827225,0,0.8966,0.890425,0.4604,0.7622,0.756025,0.4604,0.0649,0.058725
4022405,4012403,4,2,2,4,5,0.009025,4.909,0.0626,0.053575,4.909,0.2715,0.262475,4.909,0.3346,0.325575,0,0,-0.009025,0,0,-0.009025,0,0.8334,0.824375,0,0.8971,0.888075,0.4604,0.7622,0.753175,0.4604,0.0649,0.055875
4022406,4012403,4,2,2,4,6,0.0095,4.909,0.0626,0.0531,4.909,0.2715,0.262,4.909,0.3346,0.3251,0,0,-0.0095,0,0,-0.0095,0,0.8334,0.8239,0,0.8981,0.8886,0.4604,0.7622,0.7527,0.4604,0.0649,0.0554
4023103,4013403,4,2,3,1,3,0.03325,2.804,0.0332,-5.00E-05,2.804,0.1551,0.12185,2.804,0.1911,0.15785,0,0,-0.03325,0,0,-0.03325,0,0.8743,0.84105,0,0.8981,0.86485,0.1357,0.7622,0.72895,0.1357,0.0191,-0.01415
4023104,4013404,4,2,3,1,4,0.06175,4.4251,0.0558,-0.00595,4.4251,0.2448,0.18305,4.4251,0.3016,0.23985,0,0,-0.06175,0,0,-0.06175,0,0.8966,0.83485,0,0.9187,0.85695,0.1702,0.7628,0.70105,0.1702,0.024,-0.03775
4023105,4013405,4,2,3,1,5,0.09025,4.4251,0.0558,-0.03445,4.4251,0.2448,0.15455,4.4251,0.3016,0.21135,0,0,-0.09025,0,0,-0.09025,0,0.8971,0.80685,0,0.9741,0.88385,0.4308,0.7649,0.67465,0.4308,0.0607,-0.02955
4023106,4013406,4,2,3,1,6,0.095,4.4251,0.0558,-0.0392,4.4251,0.2448,0.1498,4.4251,0.3016,0.2066,0,0,-0.095,0,0,-0.095,0,0.8981,0.8031,0,0.9991,0.9041,0.4308,0.7963,0.7013,0.4308,0.0607,-0.0343
4023203,4013403,4,2,3,2,3,0.0282625,2.804,0.0332,0.0049375,2.804,0.1551,0.1268375,2.804,0.1911,0.1628375,0,0,-0.0282625,0,0,-0.0282625,0,0.8981,0.8698375,0,1,0.9717375,0.1357,0.8366,0.8083375,0.1357,0.0191,-0.0091625
4023204,4013404,4,2,3,2,4,0.0524875,4.4251,0.0558,0.0033125,4.4251,0.2448,0.1923125,4.4251,0.3016,0.2491125,0,0,-0.0524875,0,0,-0.0524875,0,0.9187,0.8662125,0,1,0.9475125,0.1702,0.8826,0.8301125,0.1702,0.024,-0.0284875
4023205,4013405,4,2,3,2,5,0.0767125,4.4251,0.0558,-0.0209125,4.4251,0.2448,0.1680875,4.4251,0.3016,0.2248875,0,0,-0.0767125,0,0,-0.0767125,0,0.9741,0.8973875,0,1,0.9232875,0.4308,0.8918,0.8150875,0.4308,0.0607,-0.0160125
4023206,4013406,4,2,3,2,6,0.08075,4.4251,0.0558,-0.02495,4.4251,0.2448,0.16405,4.4251,0.3016,0.22085,0,0,-0.08075,0,0,-0.08075,0,0.9991,0.91835,0,1,0.91925,0.4308,0.8968,0.81605,0.4308,0.0607,-0.02005
4023303,4013403,4,2,3,3,3,0.023275,2.804,0.0332,0.009925,2.804,0.1551,0.131825,2.804,0.1911,0.167825,0,0,-0.023275,0,0,-0.023275,0,1,0.976725,0,1,0.976725,0.1357,0.9027,0.879425,0.1357,0.0191,-0.004175
4023304,4013404,4,2,3,3,4,0.043225,4.4251,0.0558,0.012575,4.4251,0.2448,0.201575,4.4251,0.3016,0.258375,0,0,-0.043225,0,0,-0.043225,0,1,0.956775,0,1,0.956775,0.1702,0.9062,0.862975,0.1702,0.024,-0.019225
4023305,4013405,4,2,3,3,5,0.063175,4.4251,0.0558,-0.007375,4.4251,0.2448,0.181625,4.4251,0.3016,0.238425,0,0,-0.063175,0,0,-0.063175,0,1,0.936825,0,1,0.936825,0.4308,0.9146,0.851425,0.4308,0.0607,-0.002475
4023306,4013406,4,2,3,3,6,0.0665,4.4251,0.0558,-0.0107,4.4251,0.2448,0.1783,4.4251,0.3016,0.2351,0,0,-0.0665,0,0,-0.0665,0,1,0.9335,0,1,0.9335,0.4308,0.9146,0.8481,0.4308,0.0607,-0.0058
4023403,4013403,4,2,3,4,3,0.003325,2.804,0.0332,0.029875,2.804,0.1551,0.151775,2.804,0.1911,0.187775,0,0,-0.003325,0,0,-0.003325,0,1,0.996675,0,1,0.996675,0.1357,0.9146,0.911275,0.1357,0.0191,0.015775
4023404,4013404,4,2,3,4,4,0.006175,4.4251,0.0558,0.049625,4.4251,0.2448,0.238625,4.4251,0.3016,0.295425,0,0,-0.006175,0,0,-0.006175,0,1,0.993825,0,1,0.993825,0.1702,0.9146,0.908425,0.1702,0.024,0.017825
4023405,4013405,4,2,3,4,5,0.009025,4.4251,0.0558,0.046775,4.4251,0.2448,0.235775,4.4251,0.3016,0.292575,0,0,-0.009025,0,0,-0.009025,0,1,0.990975,0,1,0.990975,0.4308,0.9146,0.905575,0.4308,0.0607,0.051675
4023406,4013406,4,2,3,4,6,0.0095,4.4251,0.0558,0.0463,4.4251,0.2448,0.2353,4.4251,0.3016,0.2921,0,0,-0.0095,0,0,-0.0095,0,1,0.9905,0,1,0.9905,0.4308,0.9146,0.9051,0.4308,0.0607,0.0512
4024103,4014103,4,2,4,1,3,0.3325,7.9254,0.1046,-0.2279,7.9254,0.4384,0.1059,7.9254,0.5402,0.2077,3.5007,0.3063,-0.0262,4.2021,0.3025,-0.03,4.2021,1,0.6675,4.2021,1,0.6675,3.2029,0.9146,0.5821,3.2029,0.4516,0.1191
4024104,4014104,4,2,4,1,4,0.6175,9.0612,0.1204,-0.4971,9.0612,0.5012,-0.1163,9.0612,0.6177,0.0002,4.2039,0.3678,-0.2497,5.0423,0.363,-0.2545,5.0423,1,0.3825,5.0423,1,0.3825,3.858,0.9146,0.2971,3.858,0.544,-0.0735
4024105,4014105,4,2,4,1,5,0.9025,9.0612,0.1204,-0.7821,9.0612,0.5012,-0.4013,9.0612,0.6177,-0.2848,7.7206,0.6755,-0.227,9.0612,0.6523,-0.2502,9.0612,1,0.0975,9.0612,1,0.0975,7.0921,0.9181,0.0156,7.0921,1,0.0975
4024106,4014106,4,2,4,1,6,0.95,9.0612,0.1204,-0.8296,9.0612,0.5012,-0.4488,9.0612,0.6177,-0.3323,7.7206,0.6755,-0.2745,9.0612,0.6523,-0.2977,9.0612,1,0.05,9.0612,1,0.05,7.0921,0.9181,-0.0319,7.0921,1,0.05
4024203,4014103,4,2,4,2,3,0.282625,7.9254,0.1046,-0.178025,7.9254,0.4384,0.155775,7.9254,0.5402,0.257575,3.5007,0.3063,0.023675,4.2021,0.3025,0.019875,4.2021,1,0.717375,4.2021,1,0.717375,3.2029,0.9181,0.635475,3.2029,0.4516,0.168975
4024204,4014104,4,2,4,2,4,0.524875,9.0612,0.1204,-0.404475,9.0612,0.5012,-0.023675,9.0612,0.6177,0.092825,4.2039,0.3678,-0.157075,5.0423,0.363,-0.161875,5.0423,1,0.475125,5.0423,1,0.475125,3.858,0.9181,0.393225,3.858,0.544,0.019125
4024205,4014105,4,2,4,2,5,0.767125,9.0612,0.1204,-0.646725,9.0612,0.5012,-0.265925,9.0612,0.6177,-0.149425,7.7206,0.6755,-0.091625,9.0612,0.6523,-0.114825,9.0612,1,0.232875,9.0612,1,0.232875,7.0921,0.9181,0.150975,7.0921,1,0.232875
4024206,4014106,4,2,4,2,6,0.8075,9.0612,0.1204,-0.6871,9.0612,0.5012,-0.3063,9.0612,0.6177,-0.1898,7.7206,0.6755,-0.132,9.0612,0.6523,-0.1552,9.0612,1,0.1925,9.0612,1,0.1925,7.0921,0.9181,0.1106,7.0921,1,0.1925
4024303,4014103,4,2,4,3,3,0.23275,7.9254,0.1046,-0.12815,7.9254,0.4384,0.20565,7.9254,0.5402,0.30745,3.5007,0.3063,0.07355,4.2021,0.3025,0.06975,4.2021,1,0.76725,4.2021,1,0.76725,1.4883,0.9181,0.68535,1.4883,0.2099,-0.02285
4024304,4014104,4,2,4,3,4,0.43225,9.0612,0.1204,-0.31185,9.0612,0.5012,0.06895,9.0612,0.6177,0.18545,4.2039,0.3678,-0.06445,5.0423,0.363,-0.06925,5.0423,1,0.56775,5.0423,1,0.56775,1.6279,0.9921,0.55985,1.6279,0.2295,-0.20275
